airport_ref,airport_ident,type_of_airport,airport_name,latitude,longitude,elevation_ft,state,municipality,scheduled_service,unique_id,id,length_ft,width_ft,surface,lighted,closed,le_ident,le_displaced_threshold_ft,he_ident,he_displaced_threshold_ft
8494,1MT6,small_airport,Bobcat Field,46.3569,-113.51,4824.0,MT,Philipsburg,no,2209,247297,1095.0,40.0,TURF-DIRT,0,0,18,,36,
8495,1MT7,small_airport,Prill Field,47.4211,-111.159,3420.0,MT,Sand Coulee,no,2210,255475,3100.0,50.0,TURF,0,0,18,,36,
8496,1MT8,heliport,St James Healthcare Heliport,46.009026,-112.54437,5733.0,MT,Butte,no,2211,269683,45.0,45.0,CONC,1,0,H1,,,
8497,1MT9,small_airport,Wilcox Airport,45.78922,-108.68926,3390.0,MT,Billings,no,2212,249059,1900.0,40.0,TURF,0,0,09,,27,
8497,1MT9,small_airport,Wilcox Airport,45.78922,-108.68926,3390.0,MT,Billings,no,2212,249060,800.0,40.0,TURF,0,0,18,,36,
8498,1MU0,small_airport,Medcalf Field,37.16431,-93.56488,1260.0,MO,Republic,no,2213,251748,2636.0,60.0,TURF,0,0,02,,20,
8499,1MU1,seaplane_base,Lake Taney Como Seaplane Base,36.6667,-93.1543,716.0,MO,Rockaway Beach,no,2214,250690,1480.0,200.0,WATER,0,0,06,,24,
8500,1MU2,small_airport,Smitty's Landing Airport,39.444843,-94.6641,800.0,MO,Ridgely,no,2215,249355,1400.0,60.0,TURF,0,0,12,,30,
8501,1MU3,heliport,Putnam County Memorial Hospital Heliport,40.4827,-93.0059,1060.0,MO,Unionville,no,2216,269684,50.0,50.0,CONC,0,0,H1,,,
8502,1MU4,small_airport,Short Air Airport,38.6517,-93.7788,840.0,MO,Warrensburg,no,2217,257397,2600.0,75.0,TURF,0,0,15,,33,
8504,1MU6,closed,Simerly Airport,40.1108,-94.9689,971.0,MO,Fillmore,no,2219,330046,2400.0,65.0,Turf,0,0,17,,35,
8505,1MU7,small_airport,Mooseberry Airport,37.4653,-89.612,480.0,MO,Jackson,no,2220,247556,1000.0,40.0,TURF,0,0,18,,36,
8506,1MU8,small_airport,Church's Landing Airport,39.5542,-94.9986,826.0,MO,Rushville,no,2221,246614,2000.0,40.0,TURF,0,0,08,,26,
8507,1MU9,heliport,Nielsens Medical Evac Heliport,38.9353,-90.4765,425.0,MO,Saint Charles,no,2222,269685,100.0,100.0,TURF,0,0,H1,,,
8508,1MY1,small_airport,Carlson Agricultural Airport,45.9853,-96.1944,1033.0,MN,Wendell,no,2223,240692,4500.0,60.0,ASPH-TURF,0,0,09,,27,
8509,1N2,small_airport,Spadaro Airport,40.8279,-72.7487,50.0,NY,East Moriches,no,2224,248939,2400.0,25.0,ASPH-G,0,0,18,,36,485.0
8510,1N3,small_airport,Albert Airport,40.9715,-78.2429,1784.0,PA,Philipsburg,no,2225,257759,3350.0,125.0,TURF-GRVL-F,0,0,11,,29,205.0
8511,1N5,small_airport,Bennett Airport,38.4111,-75.61469,42.0,MD,Salisbury,no,2226,248349,2270.0,95.0,TURF-G,0,0,08,400.0,26,300.0
8511,1N5,small_airport,Bennett Airport,38.4111,-75.61469,42.0,MD,Salisbury,no,2226,248350,3134.0,95.0,TURF-G,1,0,17,237.0,35,741.0
8513,1NA5,small_airport,Gienger/Box Bar Ranch Airport,46.625,-99.4504,1950.0,ND,Streeter,no,2228,247069,2300.0,60.0,TURF,0,0,08,,26,
8514,1NA8,small_airport,Preszler Airstrip,46.6905,-100.095,1795.0,ND,Braddock,no,2229,246809,2250.0,80.0,TURF,0,0,08,,26,
8516,1NC0,small_airport,Delk's Airport,35.722404,-79.93489,460.0,NC,Asheboro,no,2231,250905,2300.0,46.0,TURF,0,0,16,,34,
8517,1NC1,small_airport,Ron's Ultralight Field,35.811954,-79.23843,525.0,NC,Pittsboro,no,2232,251937,1600.0,125.0,TURF,0,0,14,,32,300.0
8518,1NC2,small_airport,Atwell Airport,35.6547,-80.7894,830.0,NC,Mooresville,no,2233,253657,1700.0,60.0,TURF,0,0,18,,36,
8519,1NC3,small_airport,Fletcher's Airport,36.181,-76.15033,7.0,NC,Elizabeth City,no,2234,257860,2500.0,100.0,TURF,0,0,09,,27,
8520,1NC4,small_airport,Bell Strip,34.9954,-77.2577,35.0,NC,Pollocksville,no,2235,254449,3000.0,75.0,TURF,0,0,17,,35,
8521,1NC5,small_airport,Riley Field,35.9332,-78.3486,360.0,NC,Bunn,no,2236,256521,2000.0,75.0,TURF,0,0,09,,27,
8522,1NC6,small_airport,Arant Airport,35.056,-80.4501,535.0,NC,Wingate,no,2237,256362,2800.0,70.0,TURF,0,0,15,,33,
8524,1NC8,small_airport,Lonesome Field,35.5158,-80.2581,665.0,NC,Gold Hill,no,2238,253141,2250.0,150.0,TURF,0,0,01,,19,
8525,1NC9,small_airport,Northbrook International Ultraport Ultralightport,35.450497,-81.42689,1030.0,NC,Cherryville,no,2239,249682,1200.0,75.0,TURF,0,0,08,,26,
8527,1ND4,small_airport,Walkinshaw Airport,47.0583,-97.017,900.0,ND,Argusville,no,2241,246861,1500.0,60.0,TURF-F,0,0,08,,26,
8527,1ND4,small_airport,Walkinshaw Airport,47.0583,-97.017,900.0,ND,Argusville,no,2241,246862,2500.0,150.0,TURF-F,0,0,17,,35,
8528,1ND7,small_airport,Dittmer Airport,46.8291,-97.267,943.0,ND,Lynchburg,no,2242,250350,2000.0,66.0,TURF,0,0,N,,S,
8529,1NE0,small_airport,Higgins Bros Airport,42.3167,-100.417,2860.0,NE,Brownlee,no,2243,256132,2000.0,100.0,TURF,0,0,N,,S,
8529,1NE0,small_airport,Higgins Bros Airport,42.3167,-100.417,2860.0,NE,Brownlee,no,2243,256133,2500.0,100.0,TURF,0,0,NW,,SE,
8530,1NE1,small_airport,Paul Ridder Ranch Airport,41.2833,-100.05,2780.0,NE,Callaway,no,2244,246698,2400.0,850.0,TURF,0,0,NE,,SW,
8531,1NE2,small_airport,Witthuhn Airport,41.325,-99.9171,2700.0,NE,Callaway,no,2245,252113,2500.0,100.0,TURF,0,0,N,,S,
8532,1NE5,small_airport,Sibbernsen Airport,41.40551,-96.28613,1280.0,NE,Washington,no,2246,254481,1400.0,75.0,TURF,0,0,13,,31,
8533,1NE6,small_airport,Miller Airstrip,41.3408,-102.778,4100.0,NE,Dalton,no,2247,257065,1800.0,75.0,TURF,0,0,E,,W,
8533,1NE6,small_airport,Miller Airstrip,41.3408,-102.778,4100.0,NE,Dalton,no,2247,257066,1900.0,75.0,TURF,0,0,N,,S,
8534,1NJ0,heliport,Jersey Turnpike Heliport,40.4768,-74.4088,102.0,NJ,New Brunswick,no,2248,269686,40.0,40.0,CONC,0,0,H1,,,
8535,1NJ1,heliport,Rutger's Helistop Sec. A & B Heliport,40.4793,-74.4346,116.0,NJ,New Brunswick,no,2249,269687,85.0,85.0,TURF,0,0,H1,,,
8536,1NJ2,heliport,New Brunswick Gas Distn Heliport,40.474,-74.484,114.0,NJ,New Brunswick,no,2250,269688,75.0,75.0,ASPH,0,0,H1,,,
8538,1NJ4,heliport,Rutgers Helistop Nr 1 Heliport,40.5168,-74.4663,85.0,NJ,New Brunswick,no,2252,269689,100.0,100.0,TURF-DIRT,0,0,H1,,,
8539,1NJ5,heliport,Milana Heliport,40.952,-75.9185,700.0,NJ,Blairstown,no,2253,269690,125.0,125.0,TURF,0,0,H1,,,
8540,1NJ6,heliport,Idylease Helistop,41.05448,-74.43196,525.0,NJ,Newfoundland,no,2254,269691,100.0,100.0,TURF,0,0,H1,,,
8541,1NJ7,heliport,Skytop Farms Heliport,40.9473,-74.3543,850.0,NJ,Towaco,no,2255,269692,20.0,20.0,ASPH,0,0,H1,,,
8543,1NJ9,heliport,Air Tractor Heliport,41.2912,-74.551,540.0,NJ,Sussex,no,2257,269693,30.0,30.0,TURF,0,0,H1,,,
8544,1NK0,small_airport,Roxbury Runway Airport,42.2973,-74.5482,1600.0,NY,Roxbury,no,2258,254313,1735.0,100.0,TURF,0,0,03,,21,
8545,1NK1,heliport,Stone Ridge Heliport,41.8906,-74.1521,285.0,NY,Stone Ridge,no,2259,269694,100.0,100.0,ASPH,0,0,H1,,,
8546,1NK2,closed,Oneida City Hospital Heliport,43.07741,-75.65499,523.0,NY,Oneida,no,2260,269695,80.0,40.0,CONC,0,0,H1,,,
8547,1NK3,heliport,Troy Armory Heliport,42.6906,-73.7037,188.0,NY,Troy,no,2261,269696,110.0,110.0,CONC,0,0,H1,,,
8548,1NK4,heliport,Wagstaff Heliport,40.6868,-73.3043,11.0,NY,West Islip,no,2262,269697,50.0,25.0,WOOD,0,0,H1,,,
8549,1NK5,closed,Westtown Airport,41.3615,-74.5243,600.0,NY,Westtown,no,2263,255029,1200.0,30.0,TURF,0,0,06,,24,
8550,1NK6,small_airport,Catalano Airfield,44.423805,-73.75877,840.0,NY,Wilmington,no,2264,247588,2400.0,70.0,TURF,0,0,03,,21,
8551,1NK7,small_airport,Boonville Inc Airport,43.4667,-75.2496,1200.0,NY,Boonville,no,2265,252151,2800.0,100.0,TURF-G,0,0,15,,33,
8552,1NK8,small_airport,Chenango Bridge Airport,42.1917,-75.8413,940.0,NY,Binghamton,no,2266,248730,2000.0,145.0,TURF,0,0,09,,27,
8552,1NK8,small_airport,Chenango Bridge Airport,42.1917,-75.8413,940.0,NY,Binghamton,no,2266,248731,1700.0,145.0,TURF,0,0,18,,36,
8553,1NK9,heliport,Huntington Emergency Helistop,40.884,-73.4229,12.0,NY,Huntington,no,2267,269698,100.0,100.0,ASPH-G,1,0,H1,,,
8554,1NM0,small_airport,Me-Own Airport,33.212,-108.026,7554.0,NM,Silver City,no,2268,250986,3700.0,50.0,TURF-F,0,0,14,,32,
347060,1NR7,small_airport,Boyd Field,36.27406,-78.46862,336.0,NC,Henderson,no,2270,347061,4400.0,50.0,Turf,0,0,1,,19,
8555,1NV1,small_airport,Fallon Southwest Airpark,39.4153,-118.837,3950.0,NV,Fallon,no,2271,246550,2650.0,35.0,GRVL,0,0,17,,35,
8556,1NV2,heliport,Lake Las Vegas Heliport,36.1248,-114.909,1380.0,NV,Henderson,no,2272,269699,100.0,100.0,CONC,0,0,H1,,,
42769,1NY0,heliport,Woodlawn Beach State Park Heliport,42.788113,-78.84948,590.0,NY,Hamburg,no,2273,269700,100.0,66.0,ASPH-G,0,0,H1,,,
325870,1NY1,heliport,Seatuck Cove Heliport,40.816772,-72.73078,8.0,NY,Eastport,no,2274,325871,40.0,40.0,GRS,0,0,H1,,H1,
8557,1NY2,closed,Kidder Field,43.6167,-76.1627,360.0,NY,Pulaski,no,2275,256920,1800.0,50.0,TURF,0,0,E,,W,
8558,1NY3,small_airport,Richland Airpark,43.5667,-76.033,560.0,NY,Richland,no,2276,257926,2200.0,150.0,TURF,0,0,N,,S,
8559,1NY4,small_airport,High Banks Farm Landing Area Airport,44.6175,-73.911,1520.0,NY,Saranac,no,2277,252175,3000.0,100.0,TURF,0,0,10,,28,
8560,1NY5,closed,Sherman Field,41.639,-73.7429,625.0,NY,Poughkeepsie,no,2278,253569,1570.0,40.0,GRVL,0,0,18,,36,
8561,1NY6,heliport,Tgp-249 Heliport,42.754,-74.4007,1300.0,NY,Carlisle,no,2279,269701,100.0,100.0,TURF,0,0,H1,,,
8562,1NY7,closed,Minard Farms Airport,41.7084,-74.0618,450.0,NY,Clinton Dale,no,2280,247458,2150.0,90.0,TURF,0,0,04,,22,
8563,1NY8,closed,Killian Airfield,42.8001,-76.583,1020.0,NY,Scipio,no,2281,257985,2000.0,100.0,TURF,0,0,N,,S,
8564,1NY9,closed,Caughdenoy Airport,43.2659,-76.188,400.0,NY,Caughdenoy,no,2282,255926,1800.0,60.0,TURF,0,0,18,,36,
8565,1O0,seaplane_base,Lake Woahink Seaplane Base,43.9042,-124.115,39.0,OR,Florence,no,2283,258074,9000.0,1000.0,WATER,0,0,N,,S,
8565,1O0,seaplane_base,Lake Woahink Seaplane Base,43.9042,-124.115,39.0,OR,Florence,no,2283,258075,3200.0,1000.0,WATER,0,0,NW,,SE,
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.2632,-122.272,3258.0,CA,Dunsmuir,no,2284,249613,2700.0,60.0,ASPH-G,0,0,14,345.0,32,
8567,1OA1,small_airport,Bashore Airport,40.0459,-84.3344,940.0,OH,Pleasant Hill,no,2285,250225,2237.0,58.0,TURF-G,0,0,09,,27,
8568,1OA2,small_airport,Mole Airport,41.261208,-81.990906,854.0,OH,Grafton,no,2286,246606,2140.0,80.0,TURF,0,0,09,,27,
8569,1OA3,closed,Barnett Airpark,39.33394,-83.855484,1010.0,OH,Blanchester,no,2287,247065,2845.0,120.0,TURF,0,0,01,,19,
8570,1OA4,small_airport,Kepes Flying Field,39.9236,-83.6617,1080.0,OH,Springfield,no,2288,248258,1400.0,50.0,TURF,0,0,11,,29,
8571,1OA5,small_airport,Double J Airport,39.2195,-83.9527,972.0,OH,Fayetteville,no,2289,249092,2400.0,100.0,TURF,0,0,09,,27,
8572,1OA6,small_airport,Frith Airport,39.3362,-84.0458,910.0,OH,Morrow,no,2290,251281,2970.0,150.0,TURF,0,0,09,,27,
8573,1OA7,small_airport,Yoder Airport,40.8417,-81.2415,1149.0,OH,Louisville,no,2291,249500,2950.0,135.0,TURF-G,0,0,E,,W,
8574,1OA8,closed,Erdy Farm Airport,40.345924,-82.90494,981.0,OH,Kilbourne,no,2292,250889,2500.0,80.0,TURF,0,0,01,,19,
8575,1OH0,heliport,Clinton Memorial Hospital Heliport,39.4442,-83.8402,1022.0,OH,Wilmington,no,2293,269702,40.0,40.0,ASPH,0,0,H1,,,
8576,1OH1,small_airport,S and S Field,40.3014,-83.9761,1057.0,OH,Quincy,no,2294,251872,2100.0,60.0,TURF,0,0,18,,36,
8577,1OH2,small_airport,Dougherty Airport,41.244,-82.8663,807.0,OH,Bellevue,no,2295,248505,3000.0,80.0,TURF,0,0,10,,28,700.0
8578,1OH3,small_airport,Mather Field,41.3892,-82.7627,640.0,OH,Castalia,no,2296,251858,3400.0,150.0,TURF,0,0,09,,27,
333102,1OH4,heliport,Richard E. Jacobs Health Center Heliport,41.469963,-81.9812,632.0,OH,Avon,no,2297,504985,44.0,44.0,CON,0,0,H1,,,
333102,1OH4,heliport,Richard E. Jacobs Health Center Heliport,41.469963,-81.9812,632.0,OH,Avon,no,2297,504986,,,,0,1,HX,,,
8580,1OH5,closed,Minit-Men Inc Heliport,39.9973,-83.0852,685.0,OH,San Marghareta,no,2298,269703,50.0,50.0,CONC,1,0,H1,,,
8581,1OH6,heliport,Odot Heliport,40.2976,-84.1634,1026.0,OH,Sidney,no,2299,269704,35.0,35.0,CONC,0,0,H1,,,
8582,1OH7,closed,Derry Landing Strip,39.994,-81.8637,905.0,OH,Sonora,no,2300,256216,1800.0,80.0,TURF,0,0,17,,35,
8583,1OH8,small_airport,Lisbon Airfield,39.8667,-83.6333,1160.0,OH,South Charleston,no,2301,249797,1800.0,75.0,TURF,0,0,05,,23,
8584,1OH9,small_airport,Lewis Airport,38.9351,-83.3994,862.0,OH,Peebles,no,2302,253456,3200.0,80.0,TURF,0,0,08,,26,500.0
8585,1OI0,heliport,Manairco Heliport,40.8048,-82.5113,1265.0,OH,Mansfield,no,2303,269705,25.0,25.0,TURF,0,0,H1,,,
8586,1OI1,closed,Pauls Airport,41.4284,-81.064,1191.0,OH,Middlefield,no,2304,251468,2550.0,150.0,TURF,0,0,06,,24,
8587,1OI4,heliport,Som Jackson Heliport,41.4409,-81.4432,1050.0,OH,Moreland Hills,no,2305,269706,200.0,200.0,TURF,0,0,H1,,,
8588,1OI6,small_airport,Stone Airport,39.7701,-84.4166,978.0,OH,New Lebanon,no,2306,247664,1320.0,50.0,TURF,0,0,09,200.0,27,
8589,1OI7,closed,Knight Airport,41.159077,-82.569595,925.0,OH,Norwalk,no,2307,252810,2100.0,50.0,TURF,0,0,09,,27,
8590,1OI9,small_airport,Mc Colloch's Airport,40.1773,-84.2944,990.0,OH,Piqua,no,2308,253510,2165.0,60.0,TURF,0,0,09,,27,600.0
8591,1OK0,small_airport,Neversweat Airport,35.894283,-96.27982,775.0,OK,Bristow,no,2309,246584,1968.0,70.0,TURF,0,0,N,,S,
8593,1OK2,closed,Wyatt Airport,35.0987,-97.4698,1163.0,OK,Goldsby,no,2311,254164,2640.0,125.0,TURF,0,0,17,200.0,35,
8594,1OK3,small_airport,Wolfe Field Airport,34.5761,-97.8141,1194.0,OK,Bray,no,2312,240638,2640.0,100.0,TURF-G,0,0,17,,35,
8595,1OK4,heliport,McCurtain Memorial Hospital Heliport,33.88332,-94.8106,480.0,OK,Idabel,no,2313,269707,40.0,40.0,CONC,0,0,H1,,,
8596,1OK5,small_airport,Hohman Airport,34.98294,-99.22881,1563.0,OK,Lone Wolf,no,2314,256246,2600.0,20.0,TRTD-DIRT,0,0,N,,S,
8597,1OK6,small_airport,HSH Airstrip,35.721943,-97.20472,1020.0,OK,Luther,no,2315,325162,1500.0,50.0,Turf,0,0,17,,35,
8598,1OK7,small_airport,Grimes Airport,34.8001,-97.4822,1035.0,OK,Maysville,no,2316,246692,2350.0,75.0,TURF,0,0,18,,36,
8599,1OK8,small_airport,5B Ranch Airport,35.7298,-97.5414,1085.0,OK,Edmond,no,2317,247963,2400.0,100.0,TURF,0,0,17,,35,
8600,1OK9,small_airport,Hankins Airport,33.9751,-97.0892,843.0,OK,Marietta,no,2318,249864,1100.0,50.0,TURF-P,0,0,01,,19,
8600,1OK9,small_airport,Hankins Airport,33.9751,-97.0892,843.0,OK,Marietta,no,2318,249865,2200.0,150.0,TURF-P,0,0,07,,25,
8601,1OL2,small_airport,Steciak Strip,35.489,-97.192,1100.0,OK,Harrah,no,2319,253392,2375.0,60.0,TURF-F,0,0,17,,35,
8602,1OR0,small_airport,Sunnyhill Airport,43.4832,-124.203,320.0,OR,North Bend,no,2320,256364,1800.0,100.0,TURF,0,0,04,,22,
8603,1OR1,heliport,Chehalem Mountain Heliport,45.3554,-122.946,900.0,OR,Newberg,no,2321,269708,70.0,30.0,CONC,0,0,H1,,,
8604,1OR2,closed,Menasha Pad,43.41008,-124.2201,14.0,OR,North Bend,no,2322,269709,80.0,80.0,CONC,0,0,H1,,,
8605,1OR3,small_airport,Sunset Air Strip,45.5915,-123.01,207.0,OR,North Plains,no,2323,249525,3050.0,200.0,TURF,0,0,06,,24,
8606,1OR4,small_airport,North Plains Gliderport,45.604,-123.025,210.0,OR,North Plains,no,2324,250233,2000.0,200.0,TURF,0,0,09,,27,
8608,1OR6,small_airport,Clackamas Heights Airport,45.3714,-122.554,545.0,OR,Oregon City,no,2326,247187,2100.0,125.0,ASPH-TURF,0,0,16,,34,
8609,1OR7,small_airport,Skyhill Airport,45.2879,-122.456,735.0,OR,Oregon City,no,2327,250098,2500.0,66.0,TURF,0,0,07,,25,
8611,1OR9,heliport,Willamette Falls Community Hospital Heliport,45.3576,-122.586,275.0,OR,Oregon City,no,2329,269710,100.0,100.0,TURF,0,0,H1,,,
8612,1P1,small_airport,Plymouth Municipal Airport,43.778297,-71.75392,505.0,NH,Plymouth,no,2330,248900,2380.0,90.0,TURF-G,0,0,12,,30,300.0
8613,1PA0,small_airport,Hinaman Acres Airport,41.1334,-77.1997,800.0,PA,Jersey Shore,no,2331,258039,2300.0,100.0,TURF,0,0,09,,27,
8614,1PA1,heliport,401 City Avenue Heliport,40.0096,-75.2138,234.0,PA,Philadelphia,no,2332,269711,60.0,60.0,ASPH,1,0,H1,,,
8615,1PA2,heliport,St Christopher's Hospital For Children Heliport,40.006886,-75.12522,163.0,PA,Philadelphia,no,2333,269712,40.0,38.0,CONC,0,0,H1,,,
8616,1PA3,small_airport,Ridgeview Airport,40.4501,-75.1996,520.0,PA,Kellers Church,no,2334,251410,1200.0,100.0,TURF,0,0,12,,30,
8617,1PA4,small_airport,Wagner Airport,40.55207,-77.61139,520.0,PA,Lewistown,no,2335,252209,1885.0,100.0,TURF,0,0,05,,23,
8618,1PA5,closed,Beaver Creek Ultralightport,40.830242,-80.41368,928.0,PA,New Galilee,no,2336,248931,1400.0,130.0,TURF,0,0,12,,30,
8620,1PA7,heliport,Philmont Heliport,40.1243,-75.0341,250.0,PA,Huntington Valley,no,2338,269713,65.0,65.0,ASPH,0,0,H1,,,
8621,1PA8,closed,Motola's Helicopter Service Inc. Heliport,40.8142,-75.7655,534.0,PA,Lehighton,no,2339,269714,40.0,40.0,GRVL,0,0,H1,,,
8622,1PA9,small_airport,Schadels Airport,40.6668,-76.683,700.0,PA,Klingerstown,no,2340,250291,1350.0,110.0,TURF,0,0,E,,W,
8623,1PN0,small_airport,Bentley Airport,40.2014,-75.7142,690.0,PA,Pottstown,no,2341,256292,1200.0,100.0,TURF-F,0,0,15,,33,
8624,1PN1,small_airport,Napodano Airport,41.3342,-80.4206,1060.0,PA,Transfer,no,2342,254740,1500.0,150.0,TURF,0,0,N,,S,
8625,1PN2,heliport,Green Hills Corp Heliport,40.2639,-75.9222,440.0,PA,Reading,no,2343,269715,60.0,60.0,ASPH-G,1,0,H1,,,
345581,1PN4,heliport,Fulton County Medical Center Heliport,39.93822,-78.006935,956.0,PA,McConnellsburg,no,2344,345582,65.0,65.0,ASP,1,0,H1,,,
8627,1PS0,small_airport,Ickes Airport,40.1919,-78.5647,1320.0,PA,Osterburg,no,2346,257157,2064.0,150.0,TURF,0,0,10,,28,
8628,1PS1,closed,Hermitage Central Fire Station Heliport,41.2401,-80.4648,1165.0,PA,Hermitage,no,2347,269716,60.0,60.0,ASPH,0,0,H1,,,
8629,1PS3,heliport,P J Valves Heliport,40.3612,-76.3247,495.0,PA,Myerstown,no,2348,269717,35.0,35.0,ASPH,0,0,H1,,,
8630,1PS4,closed,Sankey Airport,40.8609,-78.2581,1620.0,PA,Osceola Mills,no,2349,255322,2800.0,195.0,GRVL,0,0,09,,27,
8631,1PS5,heliport,Children's Hospital of Philadelphia Heliport,39.94821,-75.19389,167.0,PA,Philadelphia,no,2350,269718,61.0,51.0,CONC,0,0,H1,,,
8632,1PS6,heliport,Frankford Hospital-Torresdale Division Heliport,40.0696,-74.9821,99.0,PA,Philadelphia,no,2351,269719,65.0,65.0,ASPH,0,0,H1,,,
8633,1PS7,heliport,Hahnemann Hospital Heliport,39.957615,-75.16383,166.0,PA,Philadelphia,no,2352,269720,70.0,35.0,CONC,0,0,H1,,,
8634,1PS8,heliport,Punxsutawney Area Hospital Heliport,40.9612,-79.0008,1517.0,PA,Punxsutawney,no,2353,269721,60.0,60.0,CONC,0,0,H1,,,
8635,1PS9,small_airport,Wicker & Wings Aerodrome,40.4034,-75.3705,590.0,PA,Quakertown,no,2354,251697,1761.0,100.0,TURF-G,0,0,18,,36,
8636,1Q1,small_airport,Eckert Field,36.1625,-119.05,426.0,CA,Strathmore,no,2355,248606,2000.0,50.0,ASPH-P,0,0,13,185.0,31,265.0
8637,1Q5,small_airport,Gravelly Valley Airport,39.4499,-122.955,1900.0,CA,Potter Valley,no,2356,257583,4050.0,200.0,GRAVEL-G,0,0,01,,19,
8638,1RL,small_airport,Point Roberts Airpark,48.977318,-123.07929,10.0,WA,Point Roberts,yes,2357,257676,2265.0,125.0,TURF-E,0,0,16,,34,
8639,1S1,small_airport,Eckhart International Airport,48.99019,-116.50211,1756.0,ID,Bonners Ferry,no,2358,249939,3650.0,175.0,TURF-G,0,0,15,,33,
8640,1S2,small_airport,Darrington Municipal Airport,48.2586,-121.61,553.0,WA,Darrington,no,2359,247779,2491.0,40.0,ASPH-G,1,0,10,,28,
8641,1S4,small_airport,Seiling Airport,36.155,-98.9337,1746.0,OK,Seiling,no,2360,254897,2435.0,38.0,ASPH-F,1,0,17,,35,
8642,1S6,small_airport,Priest River Municipal Airport,48.190613,-116.9099,2187.0,ID,Priest River,no,2361,252161,2950.0,48.0,ASPH-G,1,0,01,,19,
8643,1S7,small_airport,Slate Creek Airport,45.671745,-116.30565,1660.0,ID,White Bird,no,2362,255317,2600.0,165.0,TURF-G,0,0,11,,29,
8644,1S8,small_airport,Arlington Municipal Airport,45.722683,-120.176414,890.0,OR,Arlington,no,2363,250450,5000.0,50.0,DIRT-P,0,0,06,,24,
354611,1SC1,small_airport,Lagniappe STOL Field,34.653744,-82.55498,875.0,SC,Pelzer,no,2364,354612,1329.0,40.0,Turf,0,0,16,,34,
8645,1SC2,small_airport,Gwinn Field,33.9338,-80.7961,390.0,SC,Hopkins,no,2365,247832,2100.0,75.0,TURF,0,0,10,,28,
8646,1SD0,small_airport,Dorsey Ranch Airport,45.323,-101.742,2350.0,SD,Glad Valley,no,2368,257924,2600.0,50.0,TURF,0,0,16,,34,
8647,1SD1,small_airport,Burke Field,43.1654,-97.7309,1352.0,SD,Scotland,no,2369,250981,2600.0,90.0,TURF,0,0,18,,36,
8649,1SD3,small_airport,Turkey Ridge Airport,43.2333,-97.1503,1325.0,SD,Hurley,no,2371,251953,5300.0,150.0,TURF,0,0,08,,26,
8650,1SD4,small_airport,Vig Limousin Airport,44.8667,-102.417,2552.0,SD,Faith,no,2372,247426,2200.0,50.0,TURF,0,0,13,200.0,31,
8651,1SD5,small_airport,Drake Farm Airport,43.7686,-98.7987,1659.0,SD,White Lake,no,2373,253507,4300.0,90.0,TURF,0,0,N,,S,
8652,1SD6,small_airport,Bogner Number II Airport,43.1103,-103.23,3500.0,SD,Oelrichs,no,2374,253158,1800.0,200.0,TURF,0,0,17,,35,
8653,1SD7,heliport,Rosebud Comprehensive Health Care Facility Heliport,43.2575,-100.85,2715.0,SD,Rosebud,no,2375,269722,50.0,50.0,CONC,0,0,H1,,,
8654,1SD8,small_airport,Tribitt Airport,45.0477,-96.5526,1175.0,SD,Albee,no,2376,252202,2200.0,25.0,TURF,0,0,09,,27,
8655,1SD9,heliport,Sanford Usd Medical Center Heliport,43.5355,-96.7442,1708.0,SD,Sioux Falls,no,2377,269723,67.0,52.0,CONC,0,0,H1,,,
8656,1T8,small_airport,Bulverde Airpark,29.7391,-98.451256,1080.0,TX,Bulverde,no,2378,254282,2890.0,40.0,ASPH-F,1,0,16,490.0,34,200.0
8657,1T9,closed,Lesikar Ranch Airport,29.5169,-96.8444,275.0,TX,Hallettsville,no,2379,255215,2800.0,125.0,TURF-F,0,0,16,,34,
8658,1TA0,heliport,Fina Bayport Heliport,29.6111,-95.0105,16.0,TX,Seabrook,no,2380,269724,70.0,70.0,CONC,0,0,H1,,,
8659,1TA1,closed,TGP 32 Heliport,30.9844,-94.1377,118.0,TX,Jasper,no,2381,269725,35.0,35.0,CONC,0,0,H1,,,
8660,1TA2,small_airport,Vigo Park Airport,34.6501,-101.5,3383.0,TX,Tulia,no,2382,258115,3000.0,100.0,TURF,0,0,17,,35,
8661,1TA3,heliport,D W C Heliport,29.4536,-95.2363,39.0,TX,Alvin,no,2383,269726,40.0,40.0,CONC,0,0,H1,,,
8662,1TA4,small_airport,Last Resort Airport,31.4545,-95.29652,420.0,TX,Crockett,no,2384,247685,2300.0,50.0,TURF,0,0,15,,33,
8663,1TA5,small_airport,Two Leggs Airport,32.9418,-103.0,3625.0,TX,Denver City,no,2385,253644,3600.0,25.0,TURF,0,0,08,,26,
8664,1TA6,heliport,Morningstar Ranch Heliport,33.7009,-96.9136,737.0,TX,Whitesboro,no,2386,269727,10.0,10.0,CONC,0,0,H1,,,
8665,1TA7,small_airport,Thompson Field,32.616,-95.8683,515.0,TX,Canton,no,2387,254713,2600.0,40.0,ASPH,0,0,13,,31,
337602,1TA8,small_airport,Rio Pinto Ranch Airport,29.237167,-100.68408,935.0,TX,Bracketville,no,2388,337603,2800.0,40.0,Dirt,0,0,18,,36,
8666,1TA9,heliport,Ktrk Tv Station Heliport,29.7255,-95.4297,80.0,TX,Houston,no,2389,269728,20.0,20.0,CONC,0,0,H1,,,
